timestamp,2508bc72784db0cccfe2abaf21a2901348296118,54ba643ef1116d7de67d918e35e22f494408dab7,6b8b348220e0880d2d4bb373cd58ac920cc08fa0,7726551a4b5861acf9598b03f676222f5d10656d,77fc3393c6c6e0a2487422886363667aee953244,7ce37b95947d27775788beaa9899ea94c888434c,7d974f90a51f05d222dde08dce86c9e3220769e7,830ca47eee5b372f4c0f1810ac25d7b4c687fbbf,87d2bad4e28fc42e03ceae8dc6e5675821d5aadd,893954923fa66520873628280b7e20a95de291ff,bd16f55214f3705f14fd6de7c8557b8ebfe4aae4,c73c5108f02c607efae152105ab1440c9c865fae,c8e285be7dac4c97654ab58d67840adbc9c69400,dd63669428e95c07519e072b058e775c54c5a688,e1d57830999309ddcd17736d7b05a3ba4b8ed532
1570924049,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924050,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924051,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924052,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924053,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924054,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924055,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924056,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924057,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924058,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924059,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924060,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924061,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924062,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924063,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924064,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924065,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924066,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924067,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924068,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924069,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924070,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924071,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924072,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924073,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924074,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924075,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924076,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924077,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924078,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924079,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924080,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924081,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924082,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924083,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924084,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924085,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924086,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924087,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924088,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924089,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924090,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924091,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924092,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924093,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924094,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924095,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924096,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924097,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924098,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924099,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924100,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924101,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924102,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924103,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924104,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924105,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924106,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924107,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924108,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924109,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924110,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924111,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924112,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924113,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924114,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924115,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924116,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924117,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924118,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924119,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924120,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924121,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924122,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924123,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924124,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924125,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924126,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924127,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924128,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924129,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924130,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924131,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924132,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924133,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924134,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924135,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924136,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924137,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924138,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924139,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924140,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924141,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924142,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924143,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924144,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924145,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924146,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924147,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924148,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924149,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924150,230,121,128,123,230,121,227,118,125,126,116,119,124,235,1.0000330608062744
1570924151,222,121,128,123,230,113,227,110,117,126,116,119,124,235,1.0000330608062744
1570924152,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924153,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924154,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924155,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924156,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924157,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924158,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924159,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924160,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924161,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924162,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924163,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924164,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924165,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924166,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924167,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924168,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924169,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924170,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924171,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924172,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924173,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924174,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924175,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924176,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924177,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924178,222,113,120,115,221,113,219,110,117,117,108,111,116,227,1.0000330608062744
1570924179,214,105,112,107,214,105,211,102,109,110,100,103,108,219,1.0000330608062744
1570924180,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924181,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924182,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924183,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924184,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924185,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924186,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924187,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924188,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924189,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924190,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924191,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924192,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924193,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924194,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924195,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924196,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924197,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924198,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924199,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924200,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924201,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924202,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924203,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924204,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924205,214,105,112,107,213,105,211,102,109,109,100,103,108,219,1.0000330608062744
1570924206,206,96,103,99,213,97,203,94,101,109,92,95,99,210,1.0000330608062744
1570924207,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924208,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924209,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924210,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924211,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924212,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924213,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924214,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924215,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924216,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924217,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924218,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924219,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924220,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924221,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924222,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924223,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924224,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924225,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924226,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924227,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924228,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924229,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924230,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924231,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924232,206,96,103,99,205,97,203,94,101,101,92,95,99,210,1.0000330608062744
1570924233,198,96,103,99,205,89,203,86,93,101,92,95,99,210,1.0000330608062744
1570924234,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924235,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924236,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924237,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924238,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924239,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924240,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924241,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924242,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924243,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924244,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924245,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924246,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924247,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924248,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924249,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924250,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924251,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924252,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924253,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924254,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924255,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924256,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924257,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924258,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924259,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924260,198,88,95,91,196,89,195,86,93,92,84,87,91,202,1.0000330608062744
1570924261,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924262,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924263,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924264,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924265,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924266,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924267,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924268,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924269,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924270,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924271,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924272,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924273,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924274,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924275,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924276,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924277,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924278,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924279,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924280,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924281,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924282,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924283,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924284,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924285,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924286,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924287,190,79,86,83,188,81,187,78,85,84,76,79,82,193,1.0000330608062744
1570924288,181,71,78,75,188,72,179,69,76,84,68,71,74,185,1.0000330608062744
1570924289,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924290,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924291,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924292,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924293,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924294,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924295,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924296,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924297,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924298,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924299,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924300,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924301,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924302,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924303,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924304,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924305,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924306,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924307,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924308,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924309,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924310,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924311,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924312,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924313,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924314,181,71,78,75,180,72,179,69,76,76,68,71,74,185,1.0000330608062744
1570924315,173,71,78,75,180,64,179,61,68,76,68,71,74,185,1.0000330608062744
1570924316,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924317,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924318,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924319,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924320,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924321,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924322,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924323,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924324,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924325,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924326,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924327,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924328,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924329,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924330,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924331,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924332,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924333,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924334,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924335,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924336,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924337,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924338,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924339,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924340,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924341,173,63,70,67,171,64,171,61,68,67,60,63,66,177,1.0000330608062744
1570924342,165,63,70,67,171,56,171,53,60,67,60,63,66,177,1.0000330608062744
1570924343,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924344,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924345,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924346,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924347,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924348,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924349,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924350,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924351,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924352,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924353,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924354,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924355,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924356,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924357,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924358,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924359,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924360,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924361,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924362,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924363,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924364,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924365,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924366,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924367,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924368,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924369,165,55,62,59,163,56,163,53,60,59,52,55,58,169,1.0000330608062744
1570924370,156,47,54,51,163,47,155,44,51,59,44,47,50,161,1.0000330608062744
1570924371,156,47,54,51,155,47,155,44,51,51,44,47,50,161,1.0000330608062744
1570924372,156,47,54,51,155,47,155,44,51,51,44,47,50,161,1.0000330608062744
