timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1570922195,18137286,1675.0,1675.0,1675.0,2.56,1.18,6.99,35.06,62.82,83.23,0.00,18154335,1946.0,1946.0,1946.0,2.71,1.38,6.75,45.12,69.40,81.99,0.00383
1570922196,18139130,1844.0,1844.0,1844.0,2.77,1.28,7.53,43.81,58.62,64.45,0.00,18156144,1809.0,1809.0,1809.0,2.93,1.38,8.66,42.86,58.88,61.67,0.00383
1570922197,18140979,1849.0,1849.0,1849.0,2.41,1.18,6.64,22.51,66.81,70.12,0.00,18157759,1615.0,1615.0,1615.0,3.18,1.47,9.15,46.83,67.37,69.27,0.00383
1570922198,18142840,1861.0,1861.0,1861.0,2.68,1.19,6.89,44.89,63.21,76.94,0.00,18159473,1714.0,1714.0,1714.0,3.11,1.37,8.01,53.61,83.10,89.59,0.00383
1570922199,18144640,1800.0,1800.0,1800.0,2.74,1.23,8.12,41.35,62.16,68.62,0.00,18161192,1719.0,1719.0,1719.0,2.91,1.42,7.52,35.09,70.58,81.26,0.00383
1570922200,18146190,1550.0,1550.0,1550.0,3.16,1.27,7.85,56.72,98.96,157.16,0.00,18162700,1508.0,1508.0,1508.0,3.35,1.44,9.66,52.79,99.09,156.24,0.00383
1570922201,18148045,1855.0,1855.0,1855.0,2.66,1.31,6.98,40.30,52.40,56.69,0.00,18164497,1797.0,1797.0,1797.0,2.78,1.43,7.28,37.00,51.68,58.43,0.00383
1570922202,18149516,1471.0,1471.0,1471.0,2.85,1.29,8.18,49.02,75.76,81.40,0.00,18166152,1655.0,1655.0,1655.0,3.50,1.49,9.58,53.38,72.02,80.74,0.00383
1570922203,18151286,1770.0,1770.0,1770.0,2.92,1.25,8.54,48.20,62.49,69.86,0.00,18167698,1546.0,1546.0,1546.0,3.07,1.37,8.61,49.87,71.37,81.85,0.00383
1570922204,18153025,1739.0,1739.0,1739.0,2.71,1.39,8.52,23.22,55.15,56.69,0.00,18169503,1805.0,1805.0,1805.0,2.86,1.50,8.43,36.34,55.54,62.88,0.00383
1570922205,18154559,1534.0,1534.0,1534.0,2.99,1.41,7.95,49.02,66.49,66.85,0.00,18171157,1654.0,1654.0,1654.0,3.32,1.60,7.64,54.89,67.01,71.43,0.00383
1570922206,18156391,1832.0,1832.0,1832.0,2.60,1.37,6.43,36.14,58.13,64.95,0.00,18172869,1712.0,1712.0,1712.0,3.03,1.60,8.53,43.06,61.60,66.72,0.00383
1570922207,18158256,1865.0,1865.0,1865.0,2.39,1.24,6.50,19.56,60.69,70.45,0.00,18174721,1852.0,1852.0,1852.0,2.96,1.46,8.05,49.09,66.68,71.11,0.00383
1570922208,18159981,1725.0,1725.0,1725.0,2.86,1.39,9.48,39.06,55.44,56.23,0.00,18176521,1800.0,1800.0,1800.0,2.79,1.46,8.48,22.69,54.00,59.54,0.00383
1570922209,18161683,1702.0,1702.0,1702.0,2.95,1.32,9.24,41.52,71.70,79.63,0.00,18178107,1586.0,1586.0,1586.0,3.11,1.50,7.96,53.64,79.17,83.17,0.00382
1570922210,18163314,1631.0,1631.0,1631.0,2.97,1.26,6.81,50.14,114.36,122.16,0.00,18179734,1627.0,1627.0,1627.0,3.11,1.52,7.69,44.70,96.99,117.51,0.00382
1570922211,18165220,1906.0,1906.0,1906.0,2.65,1.21,6.81,48.63,62.00,64.68,0.00,18181362,1628.0,1628.0,1628.0,3.04,1.49,7.46,46.96,62.65,65.47,0.00382
1570922212,18167088,1868.0,1868.0,1868.0,2.60,1.27,6.80,27.33,73.86,74.91,0.00,18182973,1611.0,1611.0,1611.0,3.16,1.47,9.29,54.49,72.42,74.71,0.00382
1570922213,18168716,1628.0,1628.0,1628.0,2.68,1.33,7.22,41.94,61.21,65.67,0.00,18184694,1721.0,1721.0,1721.0,2.99,1.50,6.71,52.82,60.46,67.17,0.00382
1570922214,18170668,1952.0,1952.0,1952.0,2.64,1.33,7.86,32.83,57.44,60.06,0.00,18186398,1704.0,1704.0,1704.0,3.06,1.60,9.09,36.34,59.28,60.88,0.00382
1570922215,18172413,1745.0,1745.0,1745.0,2.76,1.34,7.11,45.81,64.23,65.73,0.00,18188009,1611.0,1611.0,1611.0,3.19,1.54,7.40,53.81,61.08,66.13,0.00382
1570922216,18174012,1599.0,1599.0,1599.0,2.87,1.36,8.02,50.95,63.37,82.38,0.00,18189552,1543.0,1543.0,1543.0,3.47,1.52,8.52,53.51,92.01,100.07,0.00382
1570922217,18175608,1596.0,1596.0,1596.0,2.74,1.26,7.54,41.71,75.83,90.11,0.00,18191125,1573.0,1573.0,1573.0,3.15,1.51,8.04,58.23,78.91,85.33,0.00382
1570922218,18177279,1671.0,1671.0,1671.0,3.03,1.39,8.50,48.73,71.04,84.54,0.00,18192838,1713.0,1713.0,1713.0,3.21,1.57,8.11,52.53,76.81,81.92,0.00382
1570922219,18178885,1606.0,1606.0,1606.0,2.90,1.26,8.58,47.42,71.37,79.50,0.00,18194624,1786.0,1786.0,1786.0,2.97,1.45,8.86,36.47,61.05,77.79,0.00382
1570922220,18180456,1571.0,1571.0,1571.0,3.21,1.37,8.68,48.46,60.92,65.96,0.00,18196113,1489.0,1489.0,1489.0,3.29,1.51,8.72,45.58,63.50,66.88,0.00382
1570922221,18182079,1623.0,1623.0,1623.0,2.78,1.28,7.27,46.99,66.55,74.91,0.00,18197733,1620.0,1620.0,1620.0,3.30,1.49,8.70,50.40,69.86,72.68,0.00382
1570922222,18183891,1812.0,1812.0,1812.0,2.63,1.25,8.10,36.67,62.00,66.19,0.00,18199510,1777.0,1777.0,1777.0,2.92,1.52,8.47,35.88,64.65,66.06,0.00382
1570922223,18185438,1547.0,1547.0,1547.0,3.08,1.24,7.81,54.00,113.90,123.34,0.00,18201078,1568.0,1568.0,1568.0,3.37,1.41,9.52,46.63,105.84,107.81,0.00382
1570922224,18187010,1572.0,1572.0,1572.0,2.91,1.29,8.02,37.36,107.22,109.97,0.00,18202434,1356.0,1356.0,1356.0,3.85,1.54,10.16,57.08,109.51,110.82,0.00382
1570922225,18188792,1782.0,1782.0,1782.0,2.71,1.20,10.04,30.92,60.72,64.16,0.00,18204098,1664.0,1664.0,1664.0,3.16,1.38,10.44,40.40,62.88,65.50,0.00382
1570922226,18190370,1578.0,1578.0,1578.0,2.98,1.20,10.85,30.38,101.38,113.51,0.00,18205680,1582.0,1582.0,1582.0,3.06,1.28,9.18,43.94,103.87,113.64,0.00382
1570922227,18192092,1722.0,1722.0,1722.0,2.83,1.16,7.79,56.95,69.40,71.17,0.00,18207585,1905.0,1905.0,1905.0,2.90,1.46,9.21,30.33,66.65,70.45,0.00382
1570922228,18193815,1723.0,1723.0,1723.0,2.73,1.25,8.11,38.11,56.46,71.17,0.00,18209373,1788.0,1788.0,1788.0,2.92,1.40,9.08,34.96,56.69,58.23,0.00382
1570922229,18195570,1755.0,1755.0,1755.0,2.68,1.15,7.97,40.50,65.83,67.50,0.00,18211014,1641.0,1641.0,1641.0,3.20,1.35,9.29,47.35,64.06,69.21,0.00382
1570922230,18197632,2062.0,2062.0,2062.0,2.41,1.21,7.19,28.20,55.64,57.54,0.00,18212929,1915.0,1915.0,1915.0,2.60,1.42,7.57,27.10,57.57,62.36,0.00382
1570922231,18199365,1733.0,1733.0,1733.0,2.51,1.23,6.58,38.54,55.21,60.10,0.00,18214846,1917.0,1917.0,1917.0,2.91,1.41,8.35,44.40,53.54,59.74,0.00382
1570922232,18201041,1676.0,1676.0,1676.0,2.99,1.25,11.14,44.66,57.51,65.18,0.00,18216713,1867.0,1867.0,1867.0,2.65,1.33,7.52,39.16,53.90,58.49,0.00382
1570922233,18202908,1867.0,1867.0,1867.0,2.43,1.22,7.07,30.67,59.44,65.27,0.00,18218584,1871.0,1871.0,1871.0,2.88,1.39,7.78,49.22,61.18,65.21,0.00382
1570922234,18204658,1750.0,1750.0,1750.0,2.66,1.26,7.19,41.71,60.06,61.51,0.00,18220532,1948.0,1948.0,1948.0,2.73,1.37,7.14,37.65,56.75,63.77,0.00382
1570922235,18206355,1697.0,1697.0,1697.0,2.61,1.20,8.06,39.12,77.33,81.79,0.00,18222314,1782.0,1782.0,1782.0,3.10,1.43,8.65,42.50,81.72,83.03,0.00382
1570922236,18208012,1657.0,1657.0,1657.0,2.81,1.23,8.05,39.49,87.23,88.41,0.00,18224108,1794.0,1794.0,1794.0,2.95,1.37,9.08,42.76,81.66,83.69,0.00382
1570922237,18209755,1743.0,1743.0,1743.0,2.52,1.27,6.75,39.49,57.28,60.06,0.00,18225946,1838.0,1838.0,1838.0,3.02,1.50,8.57,42.93,54.39,67.17,0.00382
1570922238,18211638,1883.0,1883.0,1883.0,2.51,1.23,7.63,31.95,62.19,64.55,0.00,18227860,1914.0,1914.0,1914.0,2.66,1.43,7.54,33.36,56.39,63.41,0.00382
1570922239,18213309,1671.0,1671.0,1671.0,2.85,1.32,8.57,43.09,57.97,84.02,0.00,18229437,1577.0,1577.0,1577.0,3.39,1.51,10.18,45.42,78.12,84.02,0.00382
1570922240,18214983,1674.0,1674.0,1674.0,2.83,1.34,6.92,47.05,79.56,83.49,0.00,18231274,1837.0,1837.0,1837.0,2.84,1.47,7.68,38.60,56.36,76.22,0.00382
1570922241,18216762,1779.0,1779.0,1779.0,2.73,1.24,7.32,42.11,57.48,61.77,0.00,18233027,1753.0,1753.0,1753.0,2.90,1.46,7.93,35.62,61.15,62.98,0.00382
1570922242,18218330,1568.0,1568.0,1568.0,2.84,1.25,8.67,33.00,104.79,112.53,0.00,18234653,1626.0,1626.0,1626.0,3.38,1.47,9.03,39.32,106.63,116.20,0.00382
1570922243,18220058,1728.0,1728.0,1728.0,2.90,1.28,7.14,42.73,99.35,106.17,0.00,18236227,1574.0,1574.0,1574.0,3.14,1.47,7.53,44.17,103.87,105.38,0.00382
1570922244,18222046,1988.0,1988.0,1988.0,2.37,1.27,7.02,21.73,53.12,55.71,0.00,18238064,1837.0,1837.0,1837.0,2.85,1.42,8.08,38.54,55.57,60.06,0.00382
1570922245,18223915,1869.0,1869.0,1869.0,2.48,1.35,6.82,18.25,55.44,56.52,0.00,18239942,1878.0,1878.0,1878.0,2.83,1.51,7.77,38.76,61.34,70.65,0.00382
1570922246,18225586,1671.0,1671.0,1671.0,2.59,1.29,7.60,34.60,54.49,58.56,0.00,18241804,1862.0,1862.0,1862.0,3.01,1.42,8.18,45.88,57.93,59.97,0.00382
1570922247,18227424,1838.0,1838.0,1838.0,2.69,1.25,6.84,43.48,53.41,62.36,0.00,18243567,1763.0,1763.0,1763.0,2.81,1.44,7.15,41.52,55.74,60.59,0.00382
1570922248,18229219,1795.0,1795.0,1795.0,2.75,1.28,7.28,45.25,62.62,65.54,0.00,18245416,1849.0,1849.0,1849.0,2.74,1.43,7.52,43.19,59.18,62.46,0.00382
1570922249,18231046,1827.0,1827.0,1827.0,2.56,1.23,6.48,43.42,58.95,60.42,0.00,18247252,1836.0,1836.0,1836.0,2.87,1.40,9.07,40.99,56.03,57.15,0.00382
1570922250,18232821,1775.0,1775.0,1775.0,2.89,1.22,8.46,50.99,67.17,69.86,0.00,18248897,1645.0,1645.0,1645.0,2.94,1.45,8.33,33.72,66.85,101.32,0.00382
1570922251,18234581,1760.0,1760.0,1760.0,2.73,1.17,8.92,41.03,59.54,67.57,0.00,18250561,1664.0,1664.0,1664.0,2.76,1.35,7.76,40.76,67.50,71.57,0.00382
1570922252,18236245,1664.0,1664.0,1664.0,2.93,1.31,8.09,48.53,68.68,71.17,0.00,18252401,1840.0,1840.0,1840.0,3.04,1.44,8.55,43.48,59.74,68.22,0.00382
1570922253,18237807,1562.0,1562.0,1562.0,2.68,1.24,7.87,34.87,87.16,97.32,0.00,18254017,1616.0,1616.0,1616.0,3.47,1.44,10.67,54.49,91.95,96.93,0.00382
1570922254,18239245,1438.0,1438.0,1438.0,3.40,1.24,7.61,59.41,139.85,143.92,0.00,18255530,1513.0,1513.0,1513.0,3.46,1.47,8.68,53.15,134.35,141.03,0.00382
1570922255,18241165,1920.0,1920.0,1920.0,2.55,1.18,6.48,46.83,62.29,72.42,0.00,18257169,1639.0,1639.0,1639.0,3.10,1.38,10.44,52.33,72.22,72.68,0.00382
1570922256,18242953,1788.0,1788.0,1788.0,2.76,1.23,7.59,41.88,70.32,72.55,0.00,18258781,1612.0,1612.0,1612.0,2.99,1.43,8.50,32.19,71.43,78.71,0.00382
1570922257,18244563,1610.0,1610.0,1610.0,2.91,1.21,8.26,43.35,96.08,106.63,0.00,18260467,1686.0,1686.0,1686.0,3.01,1.39,7.93,44.14,99.09,102.11,0.00382
1570922258,18246221,1658.0,1658.0,1658.0,3.22,1.25,9.16,56.03,93.85,102.43,0.00,18262098,1631.0,1631.0,1631.0,3.08,1.38,8.87,45.91,95.94,102.37,0.00382
1570922259,18247967,1746.0,1746.0,1746.0,2.77,1.19,8.33,40.89,60.46,62.72,0.00,18263740,1642.0,1642.0,1642.0,3.10,1.42,9.26,43.09,59.54,63.86,0.00382
1570922260,18249685,1718.0,1718.0,1718.0,2.73,1.21,8.07,42.40,56.95,62.72,0.00,18265546,1806.0,1806.0,1806.0,2.92,1.45,8.10,42.14,60.98,61.28,0.00382
1570922261,18251405,1720.0,1720.0,1720.0,3.07,1.30,9.09,45.32,66.42,73.01,0.00,18267091,1545.0,1545.0,1545.0,3.02,1.47,8.54,39.45,71.63,82.64,0.00382
1570922262,18253087,1682.0,1682.0,1682.0,2.75,1.27,7.53,44.73,87.75,89.00,0.00,18268830,1739.0,1739.0,1739.0,3.07,1.44,8.77,42.01,89.13,91.10,0.00382
1570922263,18254641,1554.0,1554.0,1554.0,3.39,1.24,7.98,67.90,147.46,152.44,0.00,18270351,1521.0,1521.0,1521.0,3.08,1.48,9.10,19.56,136.58,154.27,0.00382
1570922264,18256418,1777.0,1777.0,1777.0,2.85,1.17,6.85,28.05,120.59,122.88,0.00,18271951,1600.0,1600.0,1600.0,3.05,1.49,7.09,29.03,123.01,127.99,0.00382
1570922265,18258105,1687.0,1687.0,1687.0,2.64,1.28,7.58,26.44,64.59,77.79,0.00,18273614,1663.0,1663.0,1663.0,3.08,1.47,7.73,50.27,63.80,79.17,0.00382
1570922266,18259818,1713.0,1713.0,1713.0,2.60,1.25,7.38,31.75,65.34,68.29,0.00,18275521,1907.0,1907.0,1907.0,3.10,1.49,9.79,39.71,66.68,75.83,0.00382
1570922267,18261699,1881.0,1881.0,1881.0,2.62,1.24,6.60,42.40,62.49,65.83,0.00,18277193,1672.0,1672.0,1672.0,3.00,1.50,8.65,42.60,56.39,62.55,0.00382
1570922268,18263235,1536.0,1536.0,1536.0,2.71,1.13,8.19,44.86,55.93,57.34,0.00,18278757,1564.0,1564.0,1564.0,2.91,1.41,8.13,34.41,54.59,57.08,0.00382
1570922269,18264961,1726.0,1726.0,1726.0,2.82,1.23,8.20,45.97,120.85,131.53,0.00,18280442,1685.0,1685.0,1685.0,3.76,1.40,10.02,52.33,132.97,136.97,0.00382
1570922270,18266769,1808.0,1808.0,1808.0,2.67,1.24,8.25,27.34,54.82,67.17,0.00,18282168,1726.0,1726.0,1726.0,2.97,1.43,7.94,45.42,56.85,59.34,0.00382
1570922271,18268624,1855.0,1855.0,1855.0,2.38,1.11,6.60,26.90,53.15,58.33,0.00,18283807,1639.0,1639.0,1639.0,3.16,1.37,9.57,46.92,62.78,66.49,0.00382
1570922272,18270477,1853.0,1853.0,1853.0,2.66,1.14,6.93,48.46,67.11,67.90,0.00,18285699,1892.0,1892.0,1892.0,2.84,1.43,7.47,25.15,66.81,67.24,0.00382
1570922273,18272111,1634.0,1634.0,1634.0,2.67,1.26,7.35,47.02,62.95,64.36,0.00,18287418,1719.0,1719.0,1719.0,3.26,1.47,9.99,49.22,61.31,64.55,0.00382
1570922274,18273864,1753.0,1753.0,1753.0,2.73,1.19,8.13,40.44,55.90,68.62,0.00,18289134,1716.0,1716.0,1716.0,3.01,1.38,7.97,51.18,66.36,68.35,0.00382
1570922275,18275405,1541.0,1541.0,1541.0,2.91,1.22,8.10,48.96,84.87,89.78,0.00,18290835,1701.0,1701.0,1701.0,3.21,1.44,9.29,50.99,80.81,84.87,0.00382
1570922276,18277194,1789.0,1789.0,1789.0,2.55,1.28,7.31,22.04,59.74,74.91,0.00,18292656,1821.0,1821.0,1821.0,2.95,1.51,7.97,23.43,78.64,90.11,0.00382
1570922277,18278954,1760.0,1760.0,1760.0,2.72,1.29,7.42,42.47,68.55,73.01,0.00,18294291,1635.0,1635.0,1635.0,3.11,1.52,8.69,44.14,67.90,73.79,0.00382
1570922278,18280657,1703.0,1703.0,1703.0,2.84,1.26,8.54,46.83,57.54,59.90,0.00,18296096,1805.0,1805.0,1805.0,2.86,1.49,8.13,42.37,56.95,90.11,0.00382
1570922279,18282532,1875.0,1875.0,1875.0,2.60,1.22,7.31,33.47,61.67,63.50,0.00,18297808,1712.0,1712.0,1712.0,2.97,1.48,9.69,31.06,58.36,62.69,0.00382
1570922280,18284098,1566.0,1566.0,1566.0,2.93,1.24,7.91,49.45,62.59,87.29,0.00,18299436,1628.0,1628.0,1628.0,3.30,1.42,8.97,56.13,79.95,85.39,0.00382
1570922281,18285807,1709.0,1709.0,1709.0,2.65,1.18,7.33,34.70,66.29,71.37,0.00,18301068,1632.0,1632.0,1632.0,3.31,1.46,10.09,59.11,69.53,73.33,0.00382
1570922282,18287234,1427.0,1427.0,1427.0,2.99,1.23,8.67,52.43,62.78,67.11,0.00,18302709,1641.0,1641.0,1641.0,3.48,1.51,10.44,50.23,64.29,66.16,0.00382
1570922283,18289063,1829.0,1829.0,1829.0,2.68,1.26,6.76,35.98,77.99,82.97,0.00,18304422,1713.0,1713.0,1713.0,2.93,1.52,7.78,43.48,62.13,64.09,0.00382
1570922284,18290807,1744.0,1744.0,1744.0,2.54,1.30,6.60,27.28,57.44,63.73,0.00,18306231,1809.0,1809.0,1809.0,3.02,1.56,7.11,50.40,61.37,68.42,0.00382
1570922285,18292847,2040.0,2040.0,2040.0,2.43,1.26,7.46,20.96,54.66,86.90,0.00,18307993,1762.0,1762.0,1762.0,2.88,1.51,8.02,35.49,56.92,68.88,0.00382
1570922286,18294490,1643.0,1643.0,1643.0,2.86,1.26,8.13,46.79,62.03,65.70,0.00,18309654,1661.0,1661.0,1661.0,3.14,1.49,8.19,47.71,61.34,67.90,0.00382
1570922287,18296275,1785.0,1785.0,1785.0,2.77,1.23,8.32,50.82,60.69,67.83,0.00,18311252,1598.0,1598.0,1598.0,3.16,1.54,9.04,45.19,65.67,67.31,0.00382
1570922288,18297839,1564.0,1564.0,1564.0,2.98,1.24,8.11,56.26,67.37,72.29,0.00,18312930,1678.0,1678.0,1678.0,3.16,1.46,8.63,54.23,65.01,69.14,0.00382
1570922289,18299500,1661.0,1661.0,1661.0,2.56,1.13,8.02,27.53,61.77,67.70,0.00,18314642,1712.0,1712.0,1712.0,3.30,1.45,9.72,54.17,62.26,68.29,0.00382
1570922290,18301160,1660.0,1660.0,1660.0,2.78,1.34,6.55,53.48,67.90,73.40,0.00,18316357,1715.0,1715.0,1715.0,3.02,1.55,7.43,48.56,69.66,70.52,0.00382
1570922291,18302934,1774.0,1774.0,1774.0,2.43,1.25,7.66,23.28,59.18,59.64,0.00,18318239,1882.0,1882.0,1882.0,2.98,1.48,8.99,25.15,61.51,64.29,0.00382
1570922292,18304789,1855.0,1855.0,1855.0,2.47,1.24,7.30,22.72,55.35,61.08,0.00,18320047,1808.0,1808.0,1808.0,3.04,1.46,8.43,45.84,58.56,64.88,0.00382
1570922293,18306628,1839.0,1839.0,1839.0,2.86,1.20,8.59,46.60,70.78,77.79,0.00,18321712,1665.0,1665.0,1665.0,2.88,1.41,7.29,44.50,65.67,73.47,0.00382
1570922294,18308423,1795.0,1795.0,1795.0,2.59,1.27,7.50,24.02,67.50,72.48,0.00,18323394,1682.0,1682.0,1682.0,3.15,1.52,8.18,54.76,69.14,93.06,0.00382
1570922295,18309920,1497.0,1497.0,1497.0,3.05,1.27,8.83,51.97,62.62,71.11,0.00,18324994,1600.0,1600.0,1600.0,3.37,1.46,9.63,53.22,66.45,75.89,0.00381
1570922296,18311438,1518.0,1518.0,1518.0,3.02,1.21,8.72,57.70,70.71,78.71,0.00,18326571,1577.0,1577.0,1577.0,3.39,1.48,9.22,56.43,71.30,74.84,0.00381
